Category,DayOfWeek,Date,Time,X,Y
POSSESS CONTROLLED SUBSTANCES WITHOUT A PRESCRIPTION,Wednesday,5/15/2013,12:30,37.68444359,-122.0990429
POSSESS NARCOTIC CONTROLLED SUBSTANCE,Wednesday,5/15/2013,10:29,37.68444359,-122.0990429
VIOLATION OF PROBATION MISDEMEANOR,Wednesday,5/15/2013,10:29,37.68444359,-122.0990429
72 HOUR MENTAL HEALTH,Wednesday,5/15/2013,20:30,37.66967118,-122.1176747
TOW VEH OVERDUE REG,Wednesday,5/15/2013,22:00,37.66654145,-122.1034362
POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,Wednesday,5/15/2013,10:16,37.78744065,-121.6118775
WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,Wednesday,5/15/2013,16:00,37.70304085,-122.1198085
BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,Wednesday,5/15/2013,12:30,37.70304085,-122.1198085
BURGLARY,Wednesday,5/15/2013,23:30,37.70701865,-122.1146776
OBTAIN CREDIT/ETC:USE OTHERS ID,Wednesday,5/15/2013,2:00,37.69526935,-122.1049927
FALSE IDENTIFICATION TO SPECIFIC PEACE OFFICERS,Wednesday,5/15/2013,1:30,37.70305694,-122.1176825
DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,Wednesday,5/15/2013,17:15,37.70340547,-122.1193639
DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,Wednesday,5/15/2013,11:00,37.70344856,-122.119367
DEPRIVE RIGHT OF CUSTODY/VISITATION,Wednesday,5/15/2013,13:00,37.69337381,-122.1080593
"INADEQUATE SUPERVISION, UNFIT HOME FOR CHILD",Wednesday,5/15/2013,23:30,37.69903555,-122.1211629
DEPRIVE RIGHT OF CUSTODY/VISITATION,Wednesday,5/15/2013,23:30,37.69337381,-122.1080593
DEPRIVE RIGHT OF CUSTODY/VISITATION,Wednesday,5/15/2013,11:50,37.69337381,-122.1080593
DEPRIVE RIGHT OF CUSTODY/VISITATION,Wednesday,5/15/2013,11:50,37.69337381,-122.1080593
RUNAWAY,Wednesday,5/15/2013,2:00,37.6954098,-122.1051453
VIOLATION OF PROBATION FELONY,Wednesday,5/15/2013,10:26,37.70304085,-122.1198085
POSSESS/ETC BURGLARY TOOLS,Wednesday,5/15/2013,12:50,37.70305694,-122.1176825
ARREST WARRANT - MISD,Wednesday,5/15/2013,11:46,37.69037347,-122.1074684
INFORMATIONAL REPORT,Wednesday,5/15/2013,11:51,37.72561722,-122.1319967
ARREST WARRANT - FEL,Wednesday,5/15/2013,9:30,37.70305694,-122.1176825
MISSING PERSON,Wednesday,5/15/2013,1:00,37.70858622,-122.1213014
72 HOUR MENTAL HEALTH,Wednesday,5/15/2013,11:30,37.69700258,-122.1108831
MISSING PERSON,Wednesday,5/15/2013,11:30,37.70858622,-122.1213014
BENCH WARRANT/FAILURE TO APPEAR ON MISDEMEANOR CHARGE,Wednesday,5/15/2013,10:00,37.69858994,-122.1190232
OUTSIDE AGENCY ASSIST,Wednesday,5/15/2013,12:35,37.69858994,-122.1190232
WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,Wednesday,5/15/2013,23:00,37.68751889,-122.1275051
BATTERY ON PERSON,Wednesday,5/15/2013,11:30,37.67793855,-122.1300328
BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,Wednesday,5/15/2013,13:50,37.68751889,-122.1275051
BURGLARY,Wednesday,5/15/2013,20:15,37.6726171,-122.1268227
BURGLARY,Wednesday,5/15/2013,22:00,37.67832023,-122.1463353
THEFT OF PERSONAL PROPERTY,Wednesday,5/15/2013,13:04,37.69131107,-122.114662
VIOLATE COURT ORDER TO PREVENT DOMESTIC VIOLENCE,Wednesday,5/15/2013,16:00,37.68751889,-122.1275051
72 HOUR MENTAL HEALTH,Wednesday,5/15/2013,13:12,37.67106247,-122.1259687
TOW VEH AFTER NOTICE TO APPEAR,Wednesday,5/15/2013,17:05,37.68975347,-122.1301184
INCIDENT REPORT,Wednesday,5/15/2013,1:30,37.67655444,-122.1351422
DEATH UNATTENDED / ATTENDED,Wednesday,5/15/2013,3:00,37.68670177,-122.1219971
RECOVERED STOLEN AUTO - OUTSIDE AGENCY,Wednesday,5/15/2013,22:45,37.67235555,-122.1255062
BURGLARY - VEHICLE,Thursday,5/16/2013,20:00,37.71574348,-122.0788865
VEHICLE TAMPERING - THEFT VEH PARTS,Thursday,5/16/2013,0:25,37.69908315,-122.0875219
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Thursday,5/16/2013,13:00,37.68738363,-122.0789277
POSSESS CONCENTRATED CANNABIS,Thursday,5/16/2013,14:00,37.70045402,-122.0878961
DISORDERLY CONDUCT:ALCOHOL,Thursday,5/16/2013,12:00,37.68597796,-122.0736129
TRESPASS:REFUSE TO LEAVE PROPERTY:OWNER REQUEST,Thursday,5/16/2013,11:20,37.68597796,-122.0736129
VIOLATE COURT ORDER TO PREVENT DOMESTIC VIOLENCE,Thursday,5/16/2013,14:30,37.71518954,-122.0815507
VIOLATION OF PROBATION MISDEMEANOR,Thursday,5/16/2013,20:30,37.68597796,-122.0736129
REPORT NUMBER WAS CANCELLED,Thursday,5/16/2013,14:00,37.71255608,-122.0665504
FOUND PROPERTY,Thursday,5/16/2013,12:00,37.72014231,-122.0235456
72 HOUR MENTAL HEALTH,Thursday,5/16/2013,14:07,37.69814095,-122.0872598
RECOVERED STOLEN VEHICLE,Thursday,5/16/2013,14:07,37.69604266,-122.0557097
RECOVERED STOLEN AUTO - OUTSIDE AGENCY,Thursday,5/16/2013,11:00,37.72014231,-122.0235456
ADW NOT A FIREARM ON P.O./FIREFIGHTER:GBI LIKELY,Thursday,5/16/2013,11:00,37.68669362,-122.1142482
BURGLARY - VEHICLE,Thursday,5/16/2013,20:30,37.67650259,-122.0500422
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Thursday,5/16/2013,12:43,37.66871816,-122.0639041
RECEIVE/ETC KNOWN STOLEN PROPERTY [$400 OR LESS],Thursday,5/16/2013,13:45,37.68669362,-122.1142482
VANDALISM:DEFACE PROPERTY,Thursday,5/16/2013,13:52,37.67629587,-122.0521922
POSSESS CONTROLLED SUBSTANCE,Thursday,5/16/2013,14:20,37.67361774,-122.098962
USE/UNDER INFLUENCE OF CONTROLLED SUBSTANCE,Thursday,5/16/2013,20:30,37.66929931,-122.0971094
POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,Thursday,5/16/2013,14:15,37.67361774,-122.098962
DUI ALCOHOL/DRUGS,Thursday,5/16/2013,15:15,37.66929931,-122.0971094
OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH,Thursday,5/16/2013,14:00,37.68669362,-122.1142482
OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH,Thursday,5/16/2013,15:37,37.67361774,-122.098962
VIOLATION PAROLE:FELONY,Thursday,5/16/2013,15:37,37.67361774,-122.098962
DRIVER UNLICENSED,Thursday,5/16/2013,15:37,37.66929931,-122.0971094
ARREST WARRANT - MISD,Thursday,5/16/2013,15:20,37.66655037,-122.1000061
ARREST WARRANT - FEL,Thursday,5/16/2013,14:41,37.66655037,-122.1000061
OUTSIDE WARRANT-MISD,Thursday,5/16/2013,14:30,37.66802908,-122.0969829
72 HOUR MENTAL HEALTH,Thursday,5/16/2013,14:30,37.66868334,-122.1148555
RECOVERED STOLEN AUTO - OUTSIDE AGENCY,Thursday,5/16/2013,21:00,37.68801547,-122.1114555
FALSE IDENTIFICATION TO SPECIFIC PEACE OFFICERS,Thursday,5/16/2013,15:51,37.67812002,-121.7867867
POSSESS NARCOTIC CONTROLLED SUBSTANCE,Thursday,5/16/2013,15:51,37.67812002,-121.7867867
CONTEMPT OF COURT:DISOBEY COURT ORDER/ETC,Thursday,5/16/2013,16:07,37.67812002,-121.7867867
ARREST WARRANT - MISD,Thursday,5/16/2013,14:00,37.67812002,-121.7867867
POSSESS CONTROLLED SUBSTANCE FOR SALE,Thursday,5/16/2013,16:02,37.76709057,-122.2072035
POSS CONTROLLED SUBSTANCE WHILE ARMED W/LOADED FIREARM,Thursday,5/16/2013,13:25,37.76709057,-122.2072035
FELON/ADDICT/ETC POSSESS FIREARM,Thursday,5/16/2013,14:15,37.76709057,-122.2072035
OWN/POSSESS/CONTROL FIREARM IN VIOLATION OF PROBATION,Thursday,5/16/2013,0:01,37.76709057,-122.2072035
PROHIBITED PERSON OWN/ETC AMMUNITION/ETC,Thursday,5/16/2013,16:05,37.76709057,-122.2072035
FELON IN POSSESSION OF STUN GUN,Thursday,5/16/2013,16:05,37.76709057,-122.2072035
VIOLATION OF PROBATION FELONY,Thursday,5/16/2013,13:00,37.76709057,-122.2072035
VIOLATION PAROLE:FELONY,Thursday,5/16/2013,15:30,37.76709057,-122.2072035
TOW VEH ON ARREST,Thursday,5/16/2013,2:30,37.76709057,-122.2072035
INFORMATIONAL REPORT,Thursday,5/16/2013,16:23,37.76539326,-122.2074799
BURGLARY,Thursday,5/16/2013,10:17,37.69781444,-122.1098992
SHOPLIFT,Thursday,5/16/2013,16:40,37.68714226,-122.1299653
GET CREDIT/ETC OTHERS ID,Thursday,5/16/2013,7:45,37.6978516,-122.1045463
GET CREDIT/ETC OTHERS ID,Thursday,5/16/2013,16:55,37.6969106,-122.1026159
DUI ALCOHOL/DRUGS,Thursday,5/16/2013,0:01,37.7033925,-122.1090537
DRIVE WHILE LIC SUSP DUI,Thursday,5/16/2013,15:00,37.7033925,-122.1090537
DRIVER UNLICENSED,Thursday,5/16/2013,15:00,37.7033925,-122.1090537
ROBBERY,Thursday,5/16/2013,17:14,37.68669362,-122.1142482
FORCE OR ADW NOT FIREARM:GBI LIKELY,Thursday,5/16/2013,17:20,37.68669362,-122.1142482
BATTERY ON PERSON,Thursday,5/16/2013,16:45,37.68666082,-122.1261558
BATTERY W/SERIOUS BODILY INJURY,Thursday,5/16/2013,17:00,37.68669362,-122.1142482
VANDALISM:DAMAGE PROPERTY,Thursday,5/16/2013,14:00,37.69565081,-122.118887
VANDALISM:DAMAGE PROPERTY,Thursday,5/16/2013,14:00,37.68588002,-122.1287149
DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,Thursday,5/16/2013,5:30,37.69313482,-122.1257168
INCIDENT REPORT,Thursday,5/16/2013,19:00,37.68087427,-122.1379555
REPORT NUMBER WAS CANCELLED,Thursday,5/16/2013,16:30,37.69605971,-122.1278751
DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL,Friday,5/17/2013,11:00,37.69464547,-122.0856358
72 HOUR MENTAL HEALTH,Friday,5/17/2013,10:00,37.69814095,-122.0872598
TOW VEH OVERDUE REG,Friday,5/17/2013,10:00,37.69161017,-122.0850699
LOST PROPERTY,Friday,5/17/2013,15:00,37.70663466,-122.0592777
SUSPICIOUS CIRCUMSTANCES,Friday,5/17/2013,19:45,37.69587292,-122.0538929
BENCH WARRANT/FAILURE TO APPEAR ON FELONY CHARGE,Friday,5/17/2013,16:50,37.68849117,-122.0955591
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Friday,5/17/2013,0:01,37.67421877,-122.0662574
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Friday,5/17/2013,17:45,37.67716051,-122.1029372
ARREST WARRANT - MISD,Friday,5/17/2013,9:00,37.66632289,-122.0985476
DISPLY FALS PROOF OF REG,Friday,5/17/2013,17:25,37.68443877,-122.115081
72 HOUR MENTAL HEALTH,Friday,5/17/2013,18:20,37.66946274,-122.1018822
DOG ATTACK ON ANOTHER ANIMAL,Friday,5/17/2013,17:00,37.687987,-122.1009929
BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,Friday,5/17/2013,18:00,37.64595795,-121.7191538
BURGLARY - VEHICLE,Friday,5/17/2013,18:00,37.73894271,-121.7469373
THEFT BY FORGED/INVALID ACCESS CARD [OVER $400],Friday,5/17/2013,18:00,37.73826728,-121.6703356
ARREST WARRANT - MISD,Friday,5/17/2013,13:39,37.6814342,-121.7817403
BURGLARY,Friday,5/17/2013,17:23,37.69718724,-122.1140322
MISSING PERSON,Friday,5/17/2013,18:36,37.69229686,-122.1075389
BENCH WARRANT/FAILURE TO APPEAR ON MISDEMEANOR CHARGE,Friday,5/17/2013,4:00,37.70444768,-122.1197567
LICENSE SUSPENDED/REVOKED,Friday,5/17/2013,18:30,37.70444768,-122.1197567
MISSING PERSON,Friday,5/17/2013,18:11,37.70858622,-122.1213014
BURGLARY - VEHICLE,Friday,5/17/2013,18:11,37.6728841,-122.1317329
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Friday,5/17/2013,18:45,37.68499926,-122.1170395
POSSESS NARCOTIC CONTROLLED SUBSTANCE,Friday,5/17/2013,10:00,37.67102417,-122.1314788
TOW VEH OVERDUE REG,Friday,5/17/2013,11:00,37.68201925,-122.1284644
INCIDENT REPORT,Friday,5/17/2013,18:45,37.6773283,-122.1215956
SEXUAL BATTERY,Saturday,5/18/2013,18:00,37.70844054,-122.1002643
BURGLARY - VEHICLE,Saturday,5/18/2013,19:20,37.69471213,-122.0912123
TAMPER WITH VEHICLE,Saturday,5/18/2013,20:00,37.68339365,-122.077845
DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,Saturday,5/18/2013,17:00,37.68869814,-122.0770159
RUNAWAY,Saturday,5/18/2013,19:53,37.69814095,-122.0872598
VIOLATION PAROLE:FELONY,Saturday,5/18/2013,19:55,37.68421051,-122.0766676
72 HOUR MENTAL HEALTH,Saturday,5/18/2013,19:00,37.74125151,-122.0317803
BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,Saturday,5/18/2013,19:00,37.67085892,-122.1146463
THREATEN CRIME W/INTENT TO TERRORIZE,Saturday,5/18/2013,19:30,37.67353827,-122.1064839
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Saturday,5/18/2013,19:53,37.67348629,-122.1142034
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Saturday,5/18/2013,19:53,37.66737865,-122.1073401
GET CREDIT/ETC OTHERS ID,Saturday,5/18/2013,14:00,37.66975254,-122.052322
VANDALISM ($400 OR MORE),Saturday,5/18/2013,20:25,37.67353827,-122.1064839
DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,Saturday,5/18/2013,19:10,37.67353827,-122.1064839
CHALLENGE FIGHT PUBLIC PLACE,Saturday,5/18/2013,20:35,37.66904562,-122.1084279
DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,Saturday,5/18/2013,16:30,37.67085892,-122.1146463
DUI ALCOHOL/DRUGS,Saturday,5/18/2013,20:44,37.6753656,-122.1070208
DUI ALCOHOL/0.08 PERCENT,Saturday,5/18/2013,20:44,37.6753656,-122.1070208
CONTEMPT OF COURT:DISOBEY COURT ORDER/ETC,Saturday,5/18/2013,21:15,37.68242112,-122.0965543
INCIDENT REPORT,Saturday,5/18/2013,17:00,37.66770326,-122.1193534
ARREST WARRANT - MISD,Saturday,5/18/2013,20:00,37.66632289,-122.0985476
72 HOUR MENTAL HEALTH,Saturday,5/18/2013,11:00,37.67098692,-122.1013905
RECKLESS DRIVING; HIGHWAY,Saturday,5/18/2013,16:00,37.6753656,-122.1070208
72 HOUR MENTAL HEALTH,Saturday,5/18/2013,16:00,37.68140221,-122.0928674
72 HOUR MENTAL HEALTH,Saturday,5/18/2013,16:00,37.67811899,-122.1046962
GRAND THEFT - ALL OTHER,Saturday,5/18/2013,22:10,37.66145684,-121.6721937
EOD CALL OUT,Saturday,5/18/2013,22:28,37.6807618,-121.7689695
POSSESS NARCOTIC CONTROLLED SUBSTANCE,Saturday,5/18/2013,22:10,37.72287609,-122.2012092
DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,Saturday,5/18/2013,22:20,37.71508356,-122.1275352
DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,Saturday,5/18/2013,2:24,37.69697028,-122.0998552
DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,Saturday,5/18/2013,22:44,37.68902196,-122.105488
72 HOUR MENTAL HEALTH,Saturday,5/18/2013,22:45,37.69229686,-122.1075389
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Saturday,5/18/2013,22:35,37.67887805,-122.1159663
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Saturday,5/18/2013,22:35,37.68117282,-122.1190922
INCIDENT REPORT,Saturday,5/18/2013,14:30,37.67473015,-122.1250921
RECOVERED STOLEN AUTO - OUTSIDE AGENCY,Saturday,5/18/2013,22:50,37.68117282,-122.1190922
ROBBERY,Sunday,5/19/2013,19:43,37.68495498,-122.0720944
INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,Sunday,5/19/2013,22:00,37.70268234,-122.068735
SHOPLIFT,Sunday,5/19/2013,22:50,37.69758819,-122.0739929
BURGLARY - VEHICLE,Sunday,5/19/2013,22:41,37.69678731,-122.0854651
THEFT OF PERSONAL PROPERTY,Sunday,5/19/2013,22:41,37.69678731,-122.0854651
VANDALISM:DEFACE PROPERTY,Sunday,5/19/2013,17:00,37.70166769,-122.091438
VANDALISM:DESTROY OTHERS PROPERTY,Sunday,5/19/2013,18:00,37.69680436,-122.0854703
VANDALISM:DESTROY OTHERS PROPERTY,Sunday,5/19/2013,22:00,37.69678731,-122.0854651
POSSESS CONTROLLED SUBSTANCE,Sunday,5/19/2013,22:00,37.69680436,-122.0854703
DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,Sunday,5/19/2013,23:50,37.69386574,-122.0746735
DUI ALCOHOL/DRUGS,Sunday,5/19/2013,22:00,37.69428402,-122.0887255
POSSESS/ETC BURGLARY TOOLS,Sunday,5/19/2013,0:18,37.69680436,-122.0854703
INCIDENT REPORT,Sunday,5/19/2013,23:30,37.6956397,-122.0761822
INCIDENT REPORT,Sunday,5/19/2013,0:38,37.69572847,-122.0511213
OUTSIDE AGENCY ASSIST,Sunday,5/19/2013,0:42,37.70418031,-122.0707155
BURGLARY - VEHICLE,Sunday,5/19/2013,21:30,37.68414966,-122.0946492
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Sunday,5/19/2013,0:15,37.66737865,-122.1073401
VANDALISM LESS THAN $400,Sunday,5/19/2013,20:30,37.6683604,-122.0962574
DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL,Sunday,5/19/2013,0:05,37.67270559,-122.0995439
DUI ALCOHOL/DRUGS,Sunday,5/19/2013,0:05,37.66792418,-122.0620078
72 HOUR MENTAL HEALTH,Sunday,5/19/2013,23:00,37.68772152,-122.0479856
72 HOUR MENTAL HEALTH,Sunday,5/19/2013,1:13,37.68694876,-122.1050372
MISSING PERSON,Sunday,5/19/2013,1:15,37.68593844,-122.1070873
REPORT NUMBER WAS CANCELLED,Sunday,5/19/2013,1:15,37.6859156,-122.0934236
RECOVERED STOLEN AUTO - OUTSIDE AGENCY,Sunday,5/19/2013,22:00,37.67705991,-122.0944121
BURGLARY,Sunday,5/19/2013,21:50,37.5964668,-121.656975
FALSE IMPRISONMENT,Sunday,5/19/2013,1:59,37.70588601,-122.1190627
INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,Sunday,5/19/2013,1:55,37.70588601,-122.1190627
THREATEN CRIME W/INTENT TO TERRORIZE,Sunday,5/19/2013,1:55,37.70588601,-122.1190627
THEFT OF PERSONAL PROPERTY,Sunday,5/19/2013,2:16,37.6981034,-122.1032743
POSSESS MARIJUANA 28.5 GRAMS OR LESS,Sunday,5/19/2013,2:08,37.70069182,-122.108174
VIOLATION PAROLE:FELONY,Sunday,5/19/2013,1:55,37.7098909,-122.1229672
MISSING PERSON,Sunday,5/19/2013,1:55,37.70858622,-122.1213014
72 HOUR MENTAL HEALTH,Sunday,5/19/2013,1:55,37.69229686,-122.1075389
KIDNAPPING,Sunday,5/19/2013,1:55,37.6866841,-122.1282364
INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,Sunday,5/19/2013,2:20,37.6866841,-122.1282364
BURGLARY - VEHICLE,Sunday,5/19/2013,2:14,37.67716379,-122.1416039
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Sunday,5/19/2013,2:37,37.68523966,-122.1210824
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Sunday,5/19/2013,2:37,37.67427628,-122.1432133
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Sunday,5/19/2013,2:37,37.6796306,-122.1320905
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Sunday,5/19/2013,2:32,37.67516214,-122.1436149
VANDALISM:DAMAGE PROPERTY,Sunday,5/19/2013,2:41,37.67472358,-122.1250894
DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,Sunday,5/19/2013,2:11,37.67472358,-122.1250894
INFORMATIONAL REPORT,Sunday,5/19/2013,13:00,37.6654185,-122.12969
INCIDENT REPORT,Sunday,5/19/2013,13:00,37.69409775,-122.1189458
FORCE OR ADW NOT FIREARM:GBI LIKELY,Monday,5/20/2013,13:00,37.71295691,-122.0685013
SHOPLIFT,Monday,5/20/2013,23:45,37.69536771,-122.0734695
BURGLARY - VEHICLE,Monday,5/20/2013,2:05,37.71426815,-122.0292051
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Monday,5/20/2013,3:20,37.68849117,-122.0955591
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Monday,5/20/2013,3:59,37.69977677,-122.0938409
GET CREDIT/ETC OTHERS ID,Monday,5/20/2013,4:00,37.69632364,-122.0690088
GET CREDIT/ETC OTHERS ID,Monday,5/20/2013,3:31,37.70548733,-122.0461432
POSSESS STOLEN VEHICLE/VESSEL/ETC,Monday,5/20/2013,4:35,37.68849117,-122.0955591
VANDALISM ($400 OR MORE),Monday,5/20/2013,4:35,37.71426815,-122.0292051
POSSESS CONTROLLED SUBSTANCE,Monday,5/20/2013,19:00,37.69536771,-122.0734695
POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,Monday,5/20/2013,19:00,37.69536771,-122.0734695
POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,Monday,5/20/2013,5:47,37.69536771,-122.0734695
DISORDERLY CONDUCT:LOITER/ETC PRIVATE PROPERTY,Monday,5/20/2013,6:28,37.69476936,-122.0851949
DISORDERLY CONDUCT:BEGGING,Monday,5/20/2013,6:28,37.69476936,-122.0851949
DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,Monday,5/20/2013,0:30,37.71215555,-122.0810857
DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,Monday,5/20/2013,6:00,37.72339597,-122.0906397
ALCOHOL; PERSON UNDER 21 - B.A. 0.05% OR MORE,Monday,5/20/2013,6:51,37.68849117,-122.0955591
CHILD HAS SUFFERED OR WILL SUFFER PHYSICAL HARM,Monday,5/20/2013,6:40,37.71039554,-122.0718531
OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH,Monday,5/20/2013,6:40,37.68849117,-122.0955591
EVADING PEACE OFFICER - MISD,Monday,5/20/2013,4:40,37.68849117,-122.0955591
DRIVER UNLICENSED,Monday,5/20/2013,7:00,37.68849117,-122.0955591
INCIDENT REPORT,Monday,5/20/2013,18:30,37.70009707,-122.0809979
72 HOUR MENTAL HEALTH,Monday,5/20/2013,7:35,37.71295691,-122.0685013
INFORMATIONAL REPORT,Monday,5/20/2013,7:27,37.70104175,-122.0471157
72 HOUR MENTAL HEALTH,Monday,5/20/2013,18:41,37.71111175,-122.0886715
ROBBERY,Monday,5/20/2013,20:00,37.66725182,-122.1190621
BURGLARY - VEHICLE,Monday,5/20/2013,20:00,37.68165953,-122.0363999
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Monday,5/20/2013,8:30,37.68018435,-122.1021595
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Monday,5/20/2013,8:06,37.67529609,-122.0643149
RECEIVE/ETC KNOWN STOLEN PROPERTY [$400 OR LESS],Monday,5/20/2013,7:00,37.67765536,-122.0951259
POSSESS CONTROLLED SUBSTANCE,Monday,5/20/2013,8:47,37.66858432,-122.0518291
DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,Monday,5/20/2013,8:47,37.68233905,-122.1089032
INFORMATIONAL REPORT,Monday,5/20/2013,9:04,37.68362125,-122.093903
DEATH UNATTENDED / ATTENDED,Monday,5/20/2013,0:30,37.67768958,-122.0951244
REPORT NUMBER WAS CANCELLED,Monday,5/20/2013,8:00,37.69252339,-122.1033042
ARREST WARRANT - MISD,Monday,5/20/2013,8:00,37.68377205,-122.06385
RECOVERED STOLEN AUTO - OUTSIDE AGENCY,Monday,5/20/2013,23:30,37.68903088,-122.0446389
RECOVERED STOLEN AUTO - OUTSIDE AGENCY,Monday,5/20/2013,9:07,37.66876125,-122.1074873
ROBBERY,Monday,5/20/2013,9:07,37.70191595,-122.12372
BURGLARY,Monday,5/20/2013,10:02,37.69184588,-122.097443
BURGLARY,Monday,5/20/2013,7:30,37.70919642,-122.1097572
RUNAWAY,Monday,5/20/2013,9:54,37.69382457,-122.1095208
ANNOYING TELEPHONE CALL:OBSCENE/THREATENING,Monday,5/20/2013,16:00,37.70149097,-122.1166377
OUTSIDE AGENCY ASSIST,Monday,5/20/2013,12:30,37.69477144,-122.1136059
CIVIL PROTECTIVE CUSTODY OF DANGEROUS/GRAVELY DISABLED,Monday,5/20/2013,9:55,37.69144397,-122.0952959
EVADE PEACE OFFICER W/ WANTON DISREGARD FOR SAFETY - FEL,Monday,5/20/2013,9:00,37.70919642,-122.1097572
INCIDENT REPORT,Monday,5/20/2013,9:58,37.70149097,-122.1166377
BATTERY ON PERSON ON SCHOOL/HOSPITAL/PARK PROPERTY,Monday,5/20/2013,9:58,37.68087427,-122.1379555
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Monday,5/20/2013,0:01,37.67478614,-122.1421414
DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,Monday,5/20/2013,0:01,37.69105426,-122.1141833
PERSON UPON OR NEAR SCHOOL GROUND WITHOUT LAWFUL BUSINESS,Monday,5/20/2013,9:00,37.68087427,-122.1379555
BATTERY ON PERSON,Tuesday,5/21/2013,9:00,37.6985327,-122.0730425
THEFT OF PERSONAL PROPERTY,Tuesday,5/21/2013,10:00,37.69572847,-122.0511213
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Tuesday,5/21/2013,10:20,37.70336357,-122.0794192
VANDALISM ($400 OR MORE),Tuesday,5/21/2013,15:00,37.69617915,-122.0619259
POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,Tuesday,5/21/2013,4:45,37.71628574,-122.0741976
DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,Tuesday,5/21/2013,22:30,37.705232,-122.0998508
CIVIL PROTECTIVE CUSTODY OF DANGEROUS/GRAVELY DISABLED,Tuesday,5/21/2013,20:30,37.70840594,-122.0865736
GRAND THEFT - FROM MOTOR VEHICLE,Tuesday,5/21/2013,20:30,37.68035738,-122.1103315
THEFT OF PERSONAL PROPERTY,Tuesday,5/21/2013,19:00,37.67665305,-122.0590476
TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,Tuesday,5/21/2013,8:00,37.69038633,-122.0576831
VANDALISM ($400 OR MORE),Tuesday,5/21/2013,0:01,37.68238511,-122.1089272
POSSESS CONTROLLED SUBSTANCE,Tuesday,5/21/2013,0:01,37.67498056,-122.1081598
