Category,DayOfWeek,Date,Time,X,Y
WARRANT ARREST,Friday,2/1/2013,,-122.3400165,47.60881966
WARRANT ARREST,Friday,2/1/2013,,-122.3413225,47.61206556
PROPERTY DAMAGE,Friday,2/1/2013,,-122.3473271,47.66322731
ASSAULT,Friday,2/1/2013,,-122.3532666,47.69058906
OTHER PROPERTY,Friday,2/1/2013,,-122.3187785,47.61293564
BURGLARY,Friday,2/1/2013,,-122.297165,47.56404881
RECOVERED PROPERTY,Friday,2/1/2013,,-122.3413352,47.65340755
RECOVERED PROPERTY,Friday,2/1/2013,,-122.3413352,47.65340755
THREATS,Friday,2/1/2013,,-122.3539622,47.66466264
BURGLARY,Friday,2/1/2013,,-122.3190299,47.63658318
FRAUD,Friday,2/1/2013,,-122.3743534,47.54831237
BURGLARY,Friday,2/1/2013,,-122.3190299,47.63658318
VEHICLE THEFT,Friday,2/1/2013,,-122.3543917,47.65835124
BURGLARY,Friday,2/1/2013,,-122.3190299,47.63658318
BURGLARY,Friday,2/1/2013,,-122.3071939,47.71030803
BURGLARY,Friday,2/1/2013,,-122.3190299,47.63658318
BURGLARY,Friday,2/1/2013,,-122.3128755,47.60218265
VEHICLE THEFT,Friday,2/1/2013,,-122.3543917,47.65835123
FORGERY,Friday,2/1/2013,,-122.3089264,47.60861042
BURGLARY,Friday,2/1/2013,,-122.3301858,47.65969717
THREATS,Friday,2/1/2013,,-122.3708444,47.70837235
VEHICLE THEFT,Friday,2/1/2013,,-122.3543917,47.65835123
NARCOTICS,Friday,2/1/2013,,-122.3305103,47.60188591
FRAUD,Friday,2/1/2013,,-122.2882058,47.66117471
THREATS,Friday,2/1/2013,,-122.3237026,47.60944566
PROPERTY DAMAGE,Friday,2/1/2013,,-122.3201224,47.6649541
ASSAULT,Friday,2/1/2013,,-122.3788751,47.55835152
WARRANT ARREST,Friday,2/1/2013,,-122.322771,47.59278115
OTHER PROPERTY,Friday,2/1/2013,,-122.3325828,47.60573105
OTHER PROPERTY,Friday,2/1/2013,,-122.3325828,47.60573105
CAR PROWL,Friday,2/1/2013,,-122.3313445,47.60772768
BURGLARY-SECURE PARKING-RES,Friday,2/1/2013,,-122.3510128,47.65958651
FRAUD,Friday,2/1/2013,,-122.3460927,47.64995746
ASSAULT,Friday,2/1/2013,,-122.3006069,47.66626653
FRAUD,Friday,2/1/2013,,-122.3881566,47.56023926
CAR PROWL,Friday,2/1/2013,,-122.2907004,47.56976906
FRAUD,Friday,2/1/2013,,-122.3325828,47.60573105
STOLEN PROPERTY,Friday,2/1/2013,,-122.3227726,47.59834763
NARCOTICS,Friday,2/1/2013,,-122.3394586,47.60905305
STOLEN PROPERTY,Friday,2/1/2013,,-122.3454681,47.52554693
DISTURBANCE,Friday,2/1/2013,,-122.3149328,47.61761497
PROPERTY DAMAGE,Friday,2/1/2013,,-122.3541331,47.62034732
FRAUD,Friday,2/1/2013,,-122.289073,47.66759996
OTHER PROPERTY,Friday,2/1/2013,,-122.3114204,47.6190967
STOLEN PROPERTY,Friday,2/1/2013,,-127.3906619,46.80829712
WARRANT ARREST,Friday,2/1/2013,,-122.3295143,47.60405521
BURGLARY,Friday,2/1/2013,,-122.3546996,47.6628813
BURGLARY,Friday,2/1/2013,,-122.3678639,47.72412636
OTHER PROPERTY,Friday,2/1/2013,,-122.2882629,47.61100794
BURGLARY,Friday,2/1/2013,,-122.2853725,47.7092141
CAR PROWL,Friday,2/1/2013,,-122.276548,47.54667844
OTHER PROPERTY,Friday,2/1/2013,,-122.3501944,47.63186237
LOST PROPERTY,Friday,2/1/2013,,-122.34773,47.72822459
CAR PROWL,Friday,2/1/2013,,-122.2680301,47.51985178
CAR PROWL,Friday,2/1/2013,,-122.2680301,47.51985178
CAR PROWL,Friday,2/1/2013,,-122.2680301,47.51985178
CAR PROWL,Friday,2/1/2013,,-122.2680301,47.51985178
CAR PROWL,Friday,2/1/2013,,-122.2680301,47.51985178
VEHICLE THEFT,Friday,2/1/2013,,-122.325039,47.63385899
VEHICLE THEFT,Friday,2/1/2013,,-122.325039,47.63385899
OTHER PROPERTY,Friday,2/1/2013,,-122.3201026,47.66895804
TRAFFIC,Friday,2/1/2013,,-122.2699879,47.52281564
BURGLARY-SECURE PARKING-RES,Friday,2/1/2013,,-122.3651235,47.6241458
CAR PROWL,Friday,2/1/2013,,-122.3775475,47.67090047
BURGLARY,Friday,2/1/2013,,-122.3599567,47.55193763
BURGLARY,Friday,2/1/2013,,-122.3843563,47.54936013
ROBBERY,Friday,2/1/2013,,-122.3032572,47.58501972
DISTURBANCE,Friday,2/1/2013,,-122.377129,47.64846993
BURGLARY,Friday,2/1/2013,,-122.3577404,47.53277831
OTHER PROPERTY,Friday,2/1/2013,,-122.3767649,47.52106983
OTHER PROPERTY,Friday,2/1/2013,,-122.3767649,47.52106983
ROBBERY,Friday,2/1/2013,,-122.3448961,47.71717447
ASSAULT,Friday,2/1/2013,,-122.3501864,47.6161341
OTHER PROPERTY,Friday,2/1/2013,,-122.3631225,47.56199048
BURGLARY-SECURE PARKING-RES,Friday,2/1/2013,,-122.3513136,47.69113017
STOLEN PROPERTY,Friday,2/1/2013,,-122.3130743,47.66489878
STOLEN PROPERTY,Friday,2/1/2013,,-122.3130743,47.66489878
BURGLARY,Friday,2/1/2013,,-122.3137464,47.65980204
PROPERTY DAMAGE,Friday,2/1/2013,,-122.3341897,47.59874827
DISTURBANCE,Friday,2/1/2013,,-122.3289663,47.60003473
WARRANT ARREST,Friday,2/1/2013,,-122.3259629,47.62511862
PROPERTY DAMAGE,Friday,2/1/2013,,-122.3337075,47.6128322
ASSAULT,Friday,2/1/2013,,-122.3380904,47.7123018
ASSAULT,Friday,2/1/2013,,-122.3380904,47.7123018
ROBBERY,Friday,2/1/2013,,-122.314672,47.58636643
PROPERTY DAMAGE,Friday,2/1/2013,,-122.2702743,47.5369554
ROBBERY,Friday,2/1/2013,,-122.3135985,47.63670867
TRESPASS,Friday,2/1/2013,,-122.2903358,47.71732389
DISTURBANCE,Friday,2/1/2013,,-122.3328115,47.60514239
DISTURBANCE,Friday,2/1/2013,,-122.3130342,47.66749153
ASSAULT,Friday,2/1/2013,,-122.3001692,47.58099365
NARCOTICS,Friday,2/1/2013,,-122.3263622,47.59877329
NARCOTICS,Friday,2/1/2013,,-122.3393581,47.60978173
DISTURBANCE,Friday,2/1/2013,,-122.3322242,47.60088042
MAIL THEFT,Friday,2/1/2013,,-122.3050675,47.59252859
BURGLARY,Friday,2/1/2013,,-122.3208265,47.6169873
FRAUD,Friday,2/1/2013,,-122.3612059,47.54329809
THREATS,Friday,2/1/2013,,-122.3360281,47.52042665
THREATS,Friday,2/1/2013,,-122.3360281,47.52042665
FRAUD,Friday,2/1/2013,,-122.3612059,47.54329809
FRAUD,Friday,2/1/2013,,-122.3612059,47.54329809
THREATS,Friday,2/1/2013,,-122.3360281,47.52042665
THREATS,Friday,2/1/2013,,-122.3360281,47.52042665
THREATS,Friday,2/1/2013,,-122.3360281,47.52042665
LOST PROPERTY,Friday,2/1/2013,,-122.3325874,47.7050227
OTHER PROPERTY,Friday,2/1/2013,,-122.3001692,47.58099365
FRAUD,Friday,2/1/2013,,-122.3612059,47.54329809
THREATS,Friday,2/1/2013,,-122.3360281,47.52042665
WARRANT ARREST,Saturday,2/2/2013,,-122.3266314,47.76741194
OTHER PROPERTY,Saturday,2/2/2013,,-122.3254793,47.60170403
VEHICLE THEFT,Saturday,2/2/2013,,-122.3462241,47.62973293
VEHICLE THEFT,Saturday,2/2/2013,,-122.3462241,47.62973293
TRESPASS,Saturday,2/2/2013,,-122.3835779,47.57438443
ASSAULT,Saturday,2/2/2013,,-122.3463013,47.62031869
ROBBERY,Saturday,2/2/2013,,-122.3841628,47.56020505
CAR PROWL,Saturday,2/2/2013,,-122.2701547,47.53644387
ROBBERY,Saturday,2/2/2013,,-122.3841628,47.56020505
DISTURBANCE,Saturday,2/2/2013,,-122.3142241,47.66400406
ROBBERY,Saturday,2/2/2013,,-122.3867705,47.567464
STOLEN PROPERTY,Saturday,2/2/2013,,-122.3528849,47.65188564
CAR PROWL,Saturday,2/2/2013,,-122.3404203,47.62828068
OTHER PROPERTY,Saturday,2/2/2013,,-122.2938719,47.59734361
BURGLARY,Saturday,2/2/2013,,-122.276548,47.54667843
OTHER PROPERTY,Saturday,2/2/2013,,-122.3506375,47.52008637
TRAFFIC,Saturday,2/2/2013,,-122.3278989,47.61547209
BURGLARY-SECURE PARKING-RES,Saturday,2/2/2013,,-122.3474961,47.61630241
BURGLARY,Saturday,2/2/2013,,-122.3655254,47.68066645
WARRANT ARREST,Saturday,2/2/2013,,-122.2795446,47.53217911
WARRANT ARREST,Saturday,2/2/2013,,-127.3906619,46.80829712
THREATS,Saturday,2/2/2013,,-122.3492524,47.6155816
PROSTITUTION,Saturday,2/2/2013,,-122.3449968,47.72503555
CAR PROWL,Saturday,2/2/2013,,-122.3278824,47.61664086
STOLEN PROPERTY,Saturday,2/2/2013,,-122.3207895,47.61465549
PROPERTY DAMAGE,Saturday,2/2/2013,,-122.3547824,47.70508156
ASSAULT,Saturday,2/2/2013,,-122.2962797,47.59804132
THREATS,Saturday,2/2/2013,,-122.3234046,47.61406725
CAR PROWL,Saturday,2/2/2013,,-122.322862,47.61873029
CAR PROWL,Saturday,2/2/2013,,-122.322862,47.61873029
BURGLARY-SECURE PARKING-RES,Saturday,2/2/2013,,-122.2937009,47.72916958
WARRANT ARREST,Saturday,2/2/2013,,-122.2541714,47.46221396
VEHICLE THEFT,Saturday,2/2/2013,,-122.2866397,47.69925469
VEHICLE THEFT,Saturday,2/2/2013,,-122.2866009,47.69925544
ROBBERY,Saturday,2/2/2013,,-122.4018024,47.68924173
ROBBERY,Saturday,2/2/2013,,-122.4018024,47.68924173
OTHER PROPERTY,Saturday,2/2/2013,,-122.3573428,47.62719432
OTHER PROPERTY,Saturday,2/2/2013,,-122.3314869,47.61376019
CAR PROWL,Saturday,2/2/2013,,-122.2950019,47.72796252
WARRANT ARREST,Saturday,2/2/2013,,-122.3413548,47.61736251
ROBBERY,Saturday,2/2/2013,,-122.3273595,47.61343735
CAR PROWL,Saturday,2/2/2013,,-122.2859912,47.6612628
FRAUD,Saturday,2/2/2013,,-122.318243,47.62051098
FRAUD,Saturday,2/2/2013,,-122.3418819,47.61767476
VEHICLE THEFT,Saturday,2/2/2013,,-122.3111239,47.71306005
VEHICLE THEFT,Saturday,2/2/2013,,-122.3111239,47.71306004
ASSAULT,Saturday,2/2/2013,,-122.3054478,47.66399541
VEHICLE THEFT,Saturday,2/2/2013,,-122.3606508,47.62153916
VEHICLE THEFT,Saturday,2/2/2013,,-122.3606519,47.62137326
FRAUD,Saturday,2/2/2013,,-122.3891546,47.58350903
CAR PROWL,Saturday,2/2/2013,,-122.371738,47.63291979
THREATS,Saturday,2/2/2013,,-122.3327146,47.60419712
THREATS,Saturday,2/2/2013,,-122.3348178,47.61236845
PROPERTY DAMAGE,Saturday,2/2/2013,,-122.3764226,47.54559328
OTHER PROPERTY,Saturday,2/2/2013,,-122.3726052,47.63891235
WARRANT ARREST,Saturday,2/2/2013,,-122.3207714,47.61351951
WARRANT ARREST,Saturday,2/2/2013,,-122.3259771,47.58189174
NARCOTICS,Saturday,2/2/2013,,-122.3373204,47.61132124
OTHER PROPERTY,Saturday,2/2/2013,,-122.3255359,47.61578024
INJURY,Saturday,2/2/2013,,-122.396157,47.53885677
DISTURBANCE,Saturday,2/2/2013,,-122.3847426,47.66981864
TRESPASS,Saturday,2/2/2013,,-122.3564596,47.52194987
VEHICLE THEFT,Saturday,2/2/2013,,-122.3612939,47.62773657
BURGLARY-SECURE PARKING-RES,Saturday,2/2/2013,,-122.2946969,47.72018508
VEHICLE THEFT,Saturday,2/2/2013,,-122.3612939,47.62773657
OTHER PROPERTY,Saturday,2/2/2013,,-122.3720883,47.62943789
VEHICLE THEFT,Saturday,2/2/2013,,-122.3160098,47.57906347
VEHICLE THEFT,Saturday,2/2/2013,,-122.3160098,47.57906347
ASSAULT,Saturday,2/2/2013,,-122.330415,47.61919797
CAR PROWL,Saturday,2/2/2013,,-122.3248747,47.68245283
FRAUD,Saturday,2/2/2013,,-122.3864836,47.54486286
NARCOTICS,Saturday,2/2/2013,,-122.3372382,47.60998189
ASSAULT,Saturday,2/2/2013,,-122.3608972,47.6453778
ASSAULT,Saturday,2/2/2013,,-122.3608972,47.6453778
ASSAULT,Saturday,2/2/2013,,-122.3608972,47.6453778
ASSAULT,Saturday,2/2/2013,,-122.3608972,47.6453778
ASSAULT,Saturday,2/2/2013,,-122.3608972,47.6453778
ASSAULT,Saturday,2/2/2013,,-122.3608972,47.6453778
VIOLATION OF COURT ORDER,Saturday,2/2/2013,,-122.3263524,47.60129044
OTHER PROPERTY,Saturday,2/2/2013,,-122.3660413,47.69900491
STOLEN PROPERTY,Saturday,2/2/2013,,-122.3543964,47.67047193
OTHER PROPERTY,Saturday,2/2/2013,,-122.3660413,47.69900491
OTHER PROPERTY,Saturday,2/2/2013,,-122.3660511,47.70071653
BURGLARY,Saturday,2/2/2013,,-122.318243,47.62051098
FRAUD,Saturday,2/2/2013,,-122.2999923,47.7112321
STOLEN PROPERTY,Saturday,2/2/2013,,-122.3351259,47.57876966
BIKE THEFT,Saturday,2/2/2013,,-122.3351198,47.61018166
CAR PROWL,Saturday,2/2/2013,,-122.3189581,47.69584206
ASSAULT,Saturday,2/2/2013,,-122.3197864,47.65848896
PURSE SNATCH,Saturday,2/2/2013,,-122.28643,47.68213809
FRAUD,Saturday,2/2/2013,,-122.2999923,47.7112321
PURSE SNATCH,Saturday,2/2/2013,,-122.28643,47.68213809
CAR PROWL,Saturday,2/2/2013,,-122.340617,47.68271452
CAR PROWL,Saturday,2/2/2013,,-122.340617,47.68271452
NARCOTICS,Saturday,2/2/2013,,-122.2998884,47.59122107
CAR PROWL,Saturday,2/2/2013,,-122.3256925,47.62958065
NARCOTICS,Saturday,2/2/2013,,-122.2998884,47.59122107
NARCOTICS,Saturday,2/2/2013,,-122.2998884,47.59122107
NARCOTICS,Saturday,2/2/2013,,-122.2998884,47.59122107
NARCOTICS,Saturday,2/2/2013,,-122.2998884,47.59122107
ROBBERY,Saturday,2/2/2013,,-122.3448961,47.71717447
FRAUD,Saturday,2/2/2013,,-122.3301677,47.60476953
ASSAULT,Saturday,2/2/2013,,-122.3761429,47.63721113
CAR PROWL,Saturday,2/2/2013,,-122.3445782,47.68114289
STOLEN PROPERTY,Saturday,2/2/2013,,-122.3209152,47.6225585
CAR PROWL,Saturday,2/2/2013,,-122.3166652,47.6579168
STOLEN PROPERTY,Saturday,2/2/2013,,-122.3555682,47.73275995
CAR PROWL,Saturday,2/2/2013,,-122.3566514,47.69151442
OTHER PROPERTY,Saturday,2/2/2013,,-122.3259519,47.62313595
MAIL THEFT,Saturday,2/2/2013,,-122.3554875,47.70962169
TRESPASS,Saturday,2/2/2013,,-122.358956,47.65370551
BURGLARY,Saturday,2/2/2013,,-122.3255359,47.61578024
CAR PROWL,Saturday,2/2/2013,,-122.3543884,47.65896103
CAR PROWL,Saturday,2/2/2013,,-122.3661404,47.65776022
CAR PROWL,Saturday,2/2/2013,,-122.3037869,47.60566244
NARCOTICS,Saturday,2/2/2013,,-122.3327773,47.73047932
STOLEN PROPERTY,Saturday,2/2/2013,,-122.3343116,47.60846026
BURGLARY,Saturday,2/2/2013,,-122.2866239,47.69380826
BURGLARY,Saturday,2/2/2013,,-122.3134935,47.69853432
CAR PROWL,Saturday,2/2/2013,,-122.337017,47.61362222
VIOLATION OF COURT ORDER,Saturday,2/2/2013,,-122.3445607,47.6938234
PROPERTY DAMAGE,Saturday,2/2/2013,,-122.3015154,47.58691268
STOLEN PROPERTY,Saturday,2/2/2013,,-122.3500312,47.6625055
FRAUD,Saturday,2/2/2013,,-122.3149607,47.52346713
PROPERTY DAMAGE,Saturday,2/2/2013,,-122.2671386,47.54516925
PROPERTY DAMAGE,Saturday,2/2/2013,,-122.3000912,47.66852504
OTHER PROPERTY,Saturday,2/2/2013,,-122.3290568,47.58719856
BIKE THEFT,Saturday,2/2/2013,,-122.259923,47.67412437
MAIL THEFT,Saturday,2/2/2013,,-122.3766076,47.53518974
MAIL THEFT,Saturday,2/2/2013,,-122.3766076,47.53518974
ASSAULT,Saturday,2/2/2013,,-122.2981394,47.61412996
FRAUD,Saturday,2/2/2013,,-122.4094821,47.56938155
CAR PROWL,Saturday,2/2/2013,,-122.3555197,47.71506588
FRAUD,Saturday,2/2/2013,,-122.3197773,47.66038656
PROPERTY DAMAGE,Saturday,2/2/2013,,-122.3147885,47.61038695
THREATS,Saturday,2/2/2013,,-122.3512877,47.65281337
OTHER PROPERTY,Saturday,2/2/2013,,-122.3222415,47.53963322
WARRANT ARREST,Saturday,2/2/2013,,-122.3531244,47.52743201
CAR PROWL,Saturday,2/2/2013,,-122.3593147,47.69061787
ASSAULT,Saturday,2/2/2013,,-122.3344386,47.61561405
THEFT OF SERVICES,Saturday,2/2/2013,,-122.3445849,47.6157531
BURGLARY,Saturday,2/2/2013,,-122.3718183,47.56923485
DISTURBANCE,Saturday,2/2/2013,,-122.2699896,47.53096562
WARRANT ARREST,Saturday,2/2/2013,,-122.2924347,47.73375277
CAR PROWL,Saturday,2/2/2013,,-122.3512834,47.66493344
BURGLARY,Saturday,2/2/2013,,-122.3363623,47.64687882
PROPERTY DAMAGE,Saturday,2/2/2013,,-122.3727533,47.69243964
BURGLARY,Saturday,2/2/2013,,-122.3776655,47.55107137
PROPERTY DAMAGE,Saturday,2/2/2013,,-122.3155216,47.65834102
PROPERTY DAMAGE,Saturday,2/2/2013,,-122.3155216,47.65834102
CAR PROWL,Saturday,2/2/2013,,-122.3389068,47.60928404
OTHER PROPERTY,Saturday,2/2/2013,,-122.3726052,47.63891235
STOLEN PROPERTY,Saturday,2/2/2013,,-122.4095065,47.56808987
OTHER PROPERTY,Saturday,2/2/2013,,-122.2644964,47.52240865
DISTURBANCE,Saturday,2/2/2013,,-122.3500203,47.66394465
PROPERTY DAMAGE,Saturday,2/2/2013,,-122.3102562,47.66306631
PROPERTY DAMAGE,Saturday,2/2/2013,,-122.3496403,47.61857911
CAR PROWL,Saturday,2/2/2013,,-122.3528183,47.5237693
PROSTITUTION,Saturday,2/2/2013,,-122.3340104,47.61064592
NARCOTICS,Saturday,2/2/2013,,-122.3192179,47.59582462
NARCOTICS,Saturday,2/2/2013,,-122.3192179,47.59582462
PROPERTY DAMAGE,Saturday,2/2/2013,,-122.2950019,47.72796252
PROSTITUTION,Saturday,2/2/2013,,-122.3340104,47.61064592
CAR PROWL,Saturday,2/2/2013,,-122.3463013,47.62031869
OTHER PROPERTY,Saturday,2/2/2013,,-122.3181502,47.61467441
WARRANT ARREST,Saturday,2/2/2013,,-122.3200197,47.61523849
BURGLARY-SECURE PARKING-RES,Saturday,2/2/2013,,-122.3411243,47.61488028
PROPERTY DAMAGE,Saturday,2/2/2013,,-122.3426269,47.65162002
BURGLARY-SECURE PARKING-RES,Saturday,2/2/2013,,-122.3411243,47.61488028
BURGLARY-SECURE PARKING-RES,Saturday,2/2/2013,,-122.3411243,47.61488028
BURGLARY-SECURE PARKING-RES,Saturday,2/2/2013,,-122.3411243,47.61488028
BURGLARY-SECURE PARKING-RES,Saturday,2/2/2013,,-122.3411243,47.61488028
BURGLARY,Saturday,2/2/2013,,-122.3203837,47.55069078
VEHICLE THEFT,Saturday,2/2/2013,,-122.3554603,47.65835785
BURGLARY,Saturday,2/2/2013,,-122.3586531,47.6267233
VEHICLE THEFT,Saturday,2/2/2013,,-122.3554603,47.65835785
VEHICLE THEFT,Saturday,2/2/2013,,-122.3554603,47.65835785
OTHER PROPERTY,Saturday,2/2/2013,,-122.2940192,47.716459
OTHER PROPERTY,Saturday,2/2/2013,,-122.3458631,47.61299081
OTHER PROPERTY,Saturday,2/2/2013,,-122.2940192,47.716459
OTHER PROPERTY,Saturday,2/2/2013,,-122.3365991,47.61571989
OTHER PROPERTY,Saturday,2/2/2013,,-122.2940192,47.716459
OTHER PROPERTY,Saturday,2/2/2013,,-122.2940192,47.716459
OTHER PROPERTY,Saturday,2/2/2013,,-122.2940192,47.716459
PROPERTY DAMAGE,Sunday,2/3/2013,,-122.2424431,47.51046984
CAR PROWL,Sunday,2/3/2013,,-122.3671415,47.64777602
PROPERTY DAMAGE,Sunday,2/3/2013,,-122.3131878,47.65905499
LIQUOR VIOLATION,Sunday,2/3/2013,,-122.2699871,47.52330676
DISTURBANCE,Sunday,2/3/2013,,-122.3520862,47.66501672
VEHICLE THEFT,Sunday,2/3/2013,,-122.3265103,47.6177382
VEHICLE THEFT,Sunday,2/3/2013,,-122.3265103,47.6177382
VEHICLE THEFT,Sunday,2/3/2013,,-122.3265103,47.6177382
BIKE THEFT,Sunday,2/3/2013,,-122.2995356,47.67713911
PROPERTY DAMAGE,Sunday,2/3/2013,,-122.3065119,47.66396513
OTHER PROPERTY,Sunday,2/3/2013,,-122.3161829,47.61410834
OTHER PROPERTY,Sunday,2/3/2013,,-122.3323539,47.66882122
OTHER PROPERTY,Sunday,2/3/2013,,-122.3234439,47.60412807
THREATS,Sunday,2/3/2013,,-122.3548662,47.72323213
VEHICLE THEFT,Sunday,2/3/2013,,-122.2823449,47.53704402
VEHICLE THEFT,Sunday,2/3/2013,,-122.2823449,47.53704402
BURGLARY,Sunday,2/3/2013,,-122.3329224,47.64839504
PROPERTY DAMAGE,Sunday,2/3/2013,,-122.2899022,47.57312584
VEHICLE THEFT,Sunday,2/3/2013,,-122.2823449,47.53704402
WARRANT ARREST,Sunday,2/3/2013,,-122.3393581,47.60978173
WARRANT ARREST,Sunday,2/3/2013,,-122.2958333,47.62371594
ROBBERY,Sunday,2/3/2013,,-122.3155216,47.65834102
ASSAULT,Sunday,2/3/2013,,-122.3704948,47.66365748
DISTURBANCE,Sunday,2/3/2013,,-122.3448961,47.71717447
BURGLARY,Sunday,2/3/2013,,-122.2907388,47.63587505
DISTURBANCE,Sunday,2/3/2013,,-122.3366966,47.60351665
OTHER PROPERTY,Sunday,2/3/2013,,-122.2847945,47.54156024
DISTURBANCE,Sunday,2/3/2013,,-122.3386512,47.60733158
MAIL THEFT,Sunday,2/3/2013,,-122.3485619,47.68838832
DISTURBANCE,Sunday,2/3/2013,,-122.3969808,47.66863369
PROPERTY DAMAGE,Sunday,2/3/2013,,-122.3943331,47.67519312
CAR PROWL,Sunday,2/3/2013,,-122.3265324,47.64562237
OTHER PROPERTY,Sunday,2/3/2013,,-122.386804,47.56021561
CAR PROWL,Sunday,2/3/2013,,-122.3228409,47.66896812
STOLEN PROPERTY,Sunday,2/3/2013,,-122.3207656,47.6129611
CAR PROWL,Sunday,2/3/2013,,-122.3631225,47.56199048
NARCOTICS,Sunday,2/3/2013,,-122.3426159,47.61106657
BURGLARY,Sunday,2/3/2013,,-122.257006,47.67097365
OTHER PROPERTY,Sunday,2/3/2013,,-122.3346168,47.61382605
ASSAULT,Sunday,2/3/2013,,-122.2725459,47.52014317
CAR PROWL,Sunday,2/3/2013,,-122.3217976,47.70313122
STOLEN PROPERTY,Sunday,2/3/2013,,-122.3638182,47.53552031
ROBBERY,Sunday,2/3/2013,,-122.2699954,47.52165752
WARRANT ARREST,Sunday,2/3/2013,,-122.3342625,47.61260017
PROPERTY DAMAGE,Sunday,2/3/2013,,-122.307495,47.67091052
BURGLARY,Sunday,2/3/2013,,-122.3287972,47.6083013
WEAPON,Sunday,2/3/2013,,-122.3305103,47.6018859
BURGLARY,Sunday,2/3/2013,,-122.3133666,47.58594717
WARRANT ARREST,Sunday,2/3/2013,,-122.3131157,47.66218058
ASSAULT,Sunday,2/3/2013,,-122.3501864,47.6161341
OTHER PROPERTY,Sunday,2/3/2013,,-122.3011819,47.62137007
OTHER PROPERTY,Sunday,2/3/2013,,-122.3011819,47.62137008
BURGLARY,Sunday,2/3/2013,,-122.2771738,47.71339921
OTHER PROPERTY,Sunday,2/3/2013,,-122.3011819,47.62137008
DISORDERLY CONDUCT,Sunday,2/3/2013,,-122.3387017,47.61074277
WARRANT ARREST,Sunday,2/3/2013,,-122.3394586,47.60905305
FRAUD,Sunday,2/3/2013,,-122.3019407,47.58836008
BURGLARY,Sunday,2/3/2013,,-122.2946969,47.72018508
VEHICLE THEFT,Sunday,2/3/2013,,-122.321894,47.65505461
VEHICLE THEFT,Sunday,2/3/2013,,-122.321894,47.65505462
OTHER PROPERTY,Sunday,2/3/2013,,-122.2774605,47.55080274
ANIMAL COMPLAINT,Sunday,2/3/2013,,-122.3126874,47.72938698
THREATS,Sunday,2/3/2013,,-122.3014239,47.56610306
WARRANT ARREST,Sunday,2/3/2013,,-122.3220095,47.62313138
BURGLARY,Sunday,2/3/2013,,-122.3332356,47.60644457
DISTURBANCE,Sunday,2/3/2013,,-122.3323883,47.60384051
OTHER PROPERTY,Sunday,2/3/2013,,-122.3566391,47.68255471
CAR PROWL,Sunday,2/3/2013,,-122.3484904,47.63528015
CAR PROWL,Sunday,2/3/2013,,-122.3234596,47.61853326
FRAUD,Sunday,2/3/2013,,-122.3290483,47.58878255
ASSAULT,Sunday,2/3/2013,,-122.2959805,47.52908687
DISTURBANCE,Sunday,2/3/2013,,-122.3513009,47.65028099
WARRANT ARREST,Sunday,2/3/2013,,-122.3346779,47.61450465
FORGERY,Sunday,2/3/2013,,-122.385483,47.56021005
ASSAULT,Sunday,2/3/2013,,-122.3329965,47.62254476
TRESPASS,Sunday,2/3/2013,,-122.320733,47.66932526
FRAUD,Sunday,2/3/2013,,-122.2772878,47.54245506
CAR PROWL,Sunday,2/3/2013,,-122.258073,47.55061696
BURGLARY-SECURE PARKING-RES,Sunday,2/3/2013,,-122.3462451,47.63057253
PROPERTY DAMAGE,Sunday,2/3/2013,,-122.3833182,47.53359041
BURGLARY,Sunday,2/3/2013,,-122.3448961,47.71717447
OTHER PROPERTY,Sunday,2/3/2013,,-122.2771007,47.63802564
OTHER PROPERTY,Sunday,2/3/2013,,-122.2771007,47.63802564
OTHER PROPERTY,Sunday,2/3/2013,,-122.2771007,47.63802564
OTHER PROPERTY,Sunday,2/3/2013,,-122.2771007,47.63802564
OTHER PROPERTY,Sunday,2/3/2013,,-122.2771007,47.63802564
LOST PROPERTY,Sunday,2/3/2013,,-122.3552989,47.68585034
PROPERTY DAMAGE,Sunday,2/3/2013,,-122.3246286,47.64318774
MAIL THEFT,Sunday,2/3/2013,,-122.2865873,47.69597956
MAIL THEFT,Sunday,2/3/2013,,-122.2865873,47.69597956
MAIL THEFT,Sunday,2/3/2013,,-122.2865873,47.69597956
THEFT OF SERVICES,Sunday,2/3/2013,,-122.3476068,47.62022747
FRAUD,Sunday,2/3/2013,,-122.3328752,47.60130116
ASSAULT,Sunday,2/3/2013,,-122.3458631,47.61299081
BURGLARY,Sunday,2/3/2013,,-122.3458533,47.68403643
NARCOTICS,Sunday,2/3/2013,,-122.3477718,47.73167696
PROPERTY DAMAGE,Sunday,2/3/2013,,-122.3463013,47.62031869
DISTURBANCE,Sunday,2/3/2013,,-122.3531686,47.61730888
CAR PROWL,Sunday,2/3/2013,,-122.3335291,47.60088239
RECKLESS BURNING,Sunday,2/3/2013,,-122.3064972,47.66642358
CAR PROWL,Sunday,2/3/2013,,-122.2937009,47.72916958
OTHER PROPERTY,Sunday,2/3/2013,,-122.316124,47.6131198
BURGLARY,Sunday,2/3/2013,,-122.3065119,47.66396513
ASSAULT,Sunday,2/3/2013,,-122.3325973,47.61329593
ASSAULT,Sunday,2/3/2013,,-122.298568,47.62077324
OTHER PROPERTY,Sunday,2/3/2013,,-122.3119307,47.67578288
ASSAULT,Sunday,2/3/2013,,-122.3855799,47.66814081
